-0.463596,-0.05529158,-0.3432996,-0.1363162,0.2895048,-0.5975196,0.2024239,0.01484727,0.2592582,0.04734261,0.05226101,-0.1020292,0.05111723,-0.1900364,0.1124723,0.03609724,0.1986834,0.0889431,-0.02366106,0.02713328,0.04139631,-0.1296512
-0.4678166,-0.05141927,-0.3530826,-0.1319605,0.2826133,-0.5928563,0.1963041,0.00860044,0.2542073,0.03972792,0.05588401,-0.1017079,0.05006428,-0.1840165,0.1112342,0.03726092,0.2008981,0.09080324,-0.02446854,0.02784249,0.0428857,-0.1321333
-0.4839541,-0.04785681,-0.3595507,-0.1244268,0.2789756,-0.5817081,0.1869842,0.008703584,0.263561,0.03143514,0.05200826,-0.1019862,0.04920878,-0.1791143,0.1133011,0.03816098,0.2055666,0.09033404,-0.01972467,0.02907298,0.05018586,-0.1381397
-0.4917967,-0.06505386,-0.3787003,-0.1216285,0.2516657,-0.5642012,0.1811234,-0.006003851,0.250034,0.02111607,0.06661525,-0.1082865,0.05237411,-0.1813677,0.1130413,0.04184189,0.2076213,0.0873045,-0.02625287,0.03148871,0.05180345,-0.1406536
-0.4913844,-0.06858442,-0.382673,-0.1256318,0.2548731,-0.5657547,0.1762558,-0.005254679,0.2487065,0.01949859,0.06805364,-0.1089134,0.05449003,-0.182366,0.107551,0.03860701,0.2046157,0.08760733,-0.0246937,0.03360164,0.05232918,-0.1389958
-0.4926428,-0.05861941,-0.3874006,-0.1204692,0.2502862,-0.5647172,0.1667391,-0.005849442,0.24669,0.0160355,0.06723934,-0.1056445,0.05450218,-0.178598,0.1021321,0.04138047,0.2000472,0.08556465,-0.02473085,0.0322502,0.05314444,-0.1403582
-0.4922002,-0.07716043,-0.4024383,-0.1241103,0.2439643,-0.5631682,0.1606522,-0.007377186,0.2436013,0.01229227,0.0753506,-0.1026894,0.05381672,-0.1773299,0.1006131,0.03929123,0.1973796,0.08581024,-0.02341748,0.02966707,0.05450226,-0.1382769
-0.4892403,-0.06615005,-0.3975579,-0.1242794,0.2420521,-0.5649818,0.1618186,-0.007365473,0.2464306,0.007555747,0.07351287,-0.1029213,0.05476609,-0.1764176,0.1002227,0.03836231,0.2010391,0.08979124,-0.02378979,0.02988664,0.05509977,-0.1405265
-0.485496,-0.1168772,-0.4350685,-0.1233436,0.2025453,-0.5497324,0.1721579,-0.001874515,0.2551268,0.01593549,0.09208306,-0.1068914,0.05077991,-0.1879429,0.09919322,0.0388897,0.200385,0.08620916,-0.03463781,0.02600941,0.05275917,-0.1318819
-0.471992,-0.1371684,-0.4346558,-0.1250853,0.2006885,-0.5595255,0.1834115,-0.00133444,0.2619083,0.02090784,0.09343798,-0.1097509,0.04748366,-0.1908277,0.1014142,0.03354994,0.2003926,0.0838238,-0.03740926,0.02282645,0.0519585,-0.1206713
-0.4680024,-0.1176714,-0.4318982,-0.1235961,0.1980253,-0.5601062,0.1773351,0.004096732,0.2692889,0.01766309,0.08546185,-0.106438,0.04835511,-0.1960202,0.09753752,0.03417575,0.202423,0.09054158,-0.03604563,0.02441352,0.05024358,-0.1237421
-0.464594,-0.1136774,-0.438844,-0.1280711,0.2082107,-0.560003,0.1716445,-0.005451009,0.2614582,0.005920012,0.09026445,-0.1090353,0.04517306,-0.1865541,0.09302559,0.03458388,0.2056351,0.09133694,-0.03557953,0.0242411,0.05580593,-0.12457
-0.4775755,-0.1270233,-0.4716076,-0.1158352,0.173899,-0.5329546,0.1636642,-0.01424303,0.2543991,-0.009331957,0.1008949,-0.115054,0.04844718,-0.1877679,0.08963845,0.03386449,0.2087545,0.09227095,-0.03932966,0.03026167,0.05420749,-0.1277602
-0.4780454,-0.1291621,-0.4804001,-0.1162362,0.1723882,-0.528735,0.1550671,-0.0132533,0.2548925,-0.01281363,0.1010705,-0.114956,0.04650743,-0.1810748,0.08526018,0.033519,0.2095749,0.08897075,-0.03993245,0.03033702,0.05666563,-0.1263253
-0.4868214,-0.1173581,-0.477072,-0.1153818,0.1735965,-0.5251256,0.1511726,-0.01036839,0.2622557,-0.01918712,0.09555268,-0.1150219,0.04824601,-0.1798609,0.08321408,0.03587934,0.2122978,0.09132115,-0.03685995,0.03055646,0.06080665,-0.1320634
-0.4887402,-0.1155085,-0.4766282,-0.1213036,0.173762,-0.5264857,0.148095,-0.0162754,0.2612186,-0.01751067,0.09953871,-0.1149034,0.05004748,-0.1777497,0.08219143,0.03945227,0.2129217,0.08890047,-0.03764795,0.02800768,0.06406086,-0.1331065
-0.4893864,-0.1097109,-0.4769813,-0.1215182,0.172205,-0.5255937,0.1459331,-0.01504062,0.268282,-0.01713269,0.09789761,-0.1157391,0.04935782,-0.1779308,0.08016757,0.04167493,0.214162,0.08906993,-0.03899836,0.02759402,0.06422446,-0.1325629
-0.4717054,-0.1267747,-0.4871269,-0.1307051,0.1706145,-0.5312812,0.1503836,-0.009467107,0.2715524,-0.01208762,0.1015191,-0.1197589,0.04906079,-0.181174,0.07360028,0.03727074,0.2126763,0.09180796,-0.03569362,0.02883226,0.05939641,-0.1277266
-0.454838,-0.1792365,-0.4908025,-0.1465642,0.168372,-0.5454704,0.1564197,-0.01250273,0.2537988,0.0001907807,0.1298662,-0.1230188,0.04813483,-0.1810917,0.07486662,0.03282398,0.2088544,0.07662611,-0.04503407,0.01857188,0.06270661,-0.1048303
-0.4598329,-0.1653473,-0.4854351,-0.1384152,0.1610517,-0.5430259,0.1570801,-0.006703172,0.2705342,0.007750971,0.1144296,-0.1224203,0.047885,-0.1869069,0.07876194,0.03094456,0.2071478,0.08090409,-0.04155927,0.02067301,0.05667656,-0.1047974
-0.4644339,-0.1452546,-0.4843739,-0.1385335,0.1581962,-0.5421209,0.1631334,0.003343872,0.2958962,0.008003244,0.1039233,-0.1221471,0.04507551,-0.1923999,0.08054882,0.03550848,0.2126094,0.09125206,-0.03859212,0.01957135,0.05550998,-0.1113635
-0.4631756,-0.1307983,-0.4825903,-0.1320482,0.1509049,-0.5398304,0.162226,-0.0007243126,0.3016298,0.003525004,0.1015177,-0.1246977,0.04535557,-0.1901954,0.07768243,0.03933262,0.2141532,0.0909755,-0.04057821,0.01772846,0.05732756,-0.1127759
