thisRow.t,notes,response,correct,correct_response,response_time,bonus,difficulty,category,phase,t_delay,stimulus_ID,stim presentation time,delay presentation time,AB presentation time,feedback presentation time,ITI presentation time,ITI response time,participant,session,date,
,,right,1,['right'],0.8715557909999916,0.05,1,1,test,,11,145.961783499999,146.96599879199857,147.82106037500125,148.8481733330009,150.35475187500197,3.5185522909996507,,,2023-12-15_11h34.44.681,
,,right,1,['right'],2.214493373998266,0.05,1,2,test,,3,151.4878062079988,152.49119029199937,153.3462186249999,155.73557108300156,157.2434581669986,4.664558915999805,,,2023-12-15_11h34.44.681,
,,left,1,['left'],0.789762124997651,0.05,1,2,test,,17,158.1712312080017,159.17620491699927,160.03195833300197,160.99483474999943,162.50130416699903,4.478992041000311,,,2023-12-15_11h34.44.681,
,,left,1,['left'],0.7690481659992656,0.05,1,2,test,,6,164.71093800000017,165.71555754200017,166.57077733299957,167.51151737500186,169.01880537499892,3.587154165998072,,,2023-12-15_11h34.44.681,
,,right,1,['right'],0.6629565410003124,0.05,1,1,test,,18,170.28640375000032,171.29116525000063,172.1460738329988,172.9629555419997,174.46941395799877,3.179828541000461,,,2023-12-15_11h34.44.681,
,,left,1,['left'],0.8719536660028098,0.05,2,2,test,,3,175.4920001669998,176.49665483300123,177.35207029199955,178.34660741699918,179.8534808330005,4.052088749001996,,,2023-12-15_11h34.44.681,
,,left,1,['left'],0.9496193319973827,0.05,2,1,test,,11,181.6011995830013,182.60553512499973,183.46046283300166,184.6392218330002,186.14641691699944,4.239776248999988,,,2023-12-15_11h34.44.681,
,,right,1,['right'],1.1314018740013125,0.05,2,1,test,,4,187.90520729199852,188.91050712500146,189.76570787500168,191.10939824999878,192.6157242920017,3.557510998998623,,,2023-12-15_11h34.44.681,
,,left,1,['left'],3.441715208002279,0.05,2,1,test,,16,193.50040916700164,194.50584866699865,195.3618085829985,198.94825883299927,200.4561176669995,5.995704083001328,,,2023-12-15_11h34.44.681,
,,right,1,['right'],1.0989733320020605,0.05,2,2,test,,14,201.4788319170002,202.48334670799886,203.338367458,204.61770587499996,206.12662162500055,3.463111041000957,,,2023-12-15_11h34.44.681,
,,left,0,['right'],2.0377887499998906,0,3,1,test,,8,206.94821579199925,207.9529663329995,208.8085897919991,211.02695637500074,216.0375237920016,8.35291325000071,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.4829937069989683,0.05,3,2,test,,15,217.35993495799994,218.36420566699962,219.2196627500016,220.8897770830008,222.39538708300097,3.870889748999616,,,2023-12-15_11h34.44.681,
,,right,1,['right'],3.4107810820023587,0.05,3,1,test,,17,223.22512254200046,224.22952241700114,225.08497395800077,228.62280224999995,230.12953020799978,5.676810082000884,,,2023-12-15_11h34.44.681,
,,right,1,['right'],1.8474459989993193,0.05,3,1,test,,3,230.90846633299952,231.91244929200184,232.7672311669994,234.77795912500005,236.28480625000157,4.359668707002129,,,2023-12-15_11h34.44.681,
,,,0,['left'],None,0,3,2,test,,15,237.26737804200093,238.27171291700142,239.1264876669993,243.15020699999877,248.16207133300122,10.596424791001482,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.464516583000659,0.05,2,2,test,,6,249.90330866699878,250.9075417919994,251.7623945000014,253.38259887499953,254.88932449999993,3.8397064989985665,,,2023-12-15_11h34.44.681,
,,right,1,['right'],1.3869874990014068,0.05,2,1,test,,4,255.77352874999997,256.7777321249996,257.63319562499964,259.1882396250003,260.6953002920018,6.145029915998748,,,2023-12-15_11h34.44.681,
,,right,1,['right'],1.0322851659984735,0.05,2,2,test,,10,264.033855624999,265.0385790830005,265.89395483300177,267.1380195829988,268.6454335829985,3.722202290999121,,,2023-12-15_11h34.44.681,
,,right,1,['right'],1.1538287909970677,0.05,2,1,test,,6,269.80783045800126,270.8128597499999,271.6673140000021,272.9836382079993,274.4904556670008,3.77599545799967,,,2023-12-15_11h34.44.681,
,,left,1,['left'],2.466700041000877,0.05,2,2,test,,11,275.6152633749989,276.61952116700195,277.4747477080018,280.1356866249989,281.6448598329989,6.099750582001434,,,2023-12-15_11h34.44.681,
,,right,1,['right'],1.1684412069989776,0.05,3,2,test,,12,283.76166187499985,284.7654739169993,285.62086658300177,286.9704547500005,288.47739979200196,3.7416631239975686,,,2023-12-15_11h34.44.681,
,,left,0,['right'],1.5908271240004979,0,3,1,test,,17,289.545627083,290.5494874169999,291.40500941700157,293.1940217500014,298.2037178749997,10.86696724900321,,,2023-12-15_11h34.44.681,
,,right,1,['right'],0.8216445830003067,0.05,3,2,test,,9,302.4631228750004,303.46709312500025,304.32195879199935,305.3538072920019,306.8615182499998,3.443623416002083,,,2023-12-15_11h34.44.681,
,,right,0,['left'],1.5829986660028226,0,3,1,test,,5,307.94321712500096,308.94816612499926,309.8037614999994,311.5794329579985,316.5911641249986,7.766173416002857,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.307304333000502,0.05,3,2,test,,9,317.7609042920012,318.76480074999927,319.6195613330019,321.0636024999985,322.56977220800036,4.081349290998332,,,2023-12-15_11h34.44.681,
,,right,1,['right'],0.948957958000392,0.05,2,2,test,,8,323.8873056250013,324.8920585420019,325.7470715419986,326.9073634999986,328.4150768750005,3.2329390829982003,,,2023-12-15_11h34.44.681,
,,right,1,['right'],0.7795802079999703,0.05,2,2,test,,15,329.1583318330013,330.1631445000021,331.0184224580007,331.9961191250004,333.50353262499993,3.2796028750017285,,,2023-12-15_11h34.44.681,
,,right,0,['left'],2.942693874003453,0,2,1,test,,17,334.4644173750021,335.46888000000035,336.32473825000125,339.40627725000013,344.4165292079997,9.229639958000917,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.3185517500023707,0.05,2,2,test,,10,345.69049466700017,346.6947527500015,347.5497404170019,349.09222129200134,350.59929354199994,4.4554197500001465,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.1218106660016929,0.05,2,2,test,,16,352.2021934580007,353.2064525829992,354.06155237500207,355.3522599169992,356.85929424999995,5.239909040999919,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.0718083329993533,0.05,3,2,test,,14,359.5061440829995,360.5103382919988,361.3656419170002,362.66679612499865,364.1733156250011,4.446851332999358,,,2023-12-15_11h34.44.681,
,,right,0,['left'],1.2982342489995062,0,3,1,test,,7,366.28208645799896,367.287191667001,368.14234520800164,369.6214688750006,374.63071429200136,7.5022935409979254,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.5394845820010232,0.05,3,2,test,,12,375.8415871670004,376.8463330420018,377.701006416999,379.7627478329996,381.26922712500163,4.438719082001626,,,2023-12-15_11h34.44.681,
,,right,1,['right'],1.1652278740002657,0.05,3,2,test,,5,382.2744895420001,383.2801854579993,384.13535350000166,385.5004217499991,387.0082638749991,3.55444858300325,,,2023-12-15_11h34.44.681,
,,left,0,['right'],1.3232004989986308,0,3,1,test,,10,387.81302266700004,388.81928116700146,389.67445791700084,391.2031864169985,396.2146766250007,7.8474816659982025,,,2023-12-15_11h34.44.681,
,,right,1,['right'],0.8879495830005908,0.05,2,2,test,,11,397.73206579199905,398.7366193330017,399.59204604200204,400.6707697919992,402.1793157079992,5.326873665999301,,,2023-12-15_11h34.44.681,
,,right,0,['left'],1.836292373998731,0,2,1,test,,12,405.11401466700045,406.118211625002,406.97304554199945,408.9598683330005,413.97074220799914,8.328282206999575,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.3608879579987843,0.05,2,1,test,,16,415.4673776669988,416.47221533300035,417.32727270800024,418.85572966700056,420.3623422080018,4.374821707999217,,,2023-12-15_11h34.44.681,
,,right,1,['right'],1.1710206659990945,0.05,2,1,test,,7,421.87478437499885,422.8794182919992,423.7342353749991,425.02967720800007,426.5372826249986,3.5960516239974822,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.3014335410007334,0.05,2,1,test,,16,427.4529207500018,428.4567247080013,429.31174420800016,430.7127571250021,432.2197254579987,4.2104709160012135,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.1276988329991582,0.05,3,2,test,,11,433.7197691670008,434.724022917002,435.5787432500001,436.8325675420019,438.33861437499945,4.06170091599779,,,2023-12-15_11h34.44.681,
,,right,1,['right'],1.6126222909988428,0.05,3,1,test,,17,439.8315446250017,440.83620150000206,441.69079404199874,443.44107016699854,444.94848291699964,3.902750957997341,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.7360129579974455,0.05,3,1,test,,16,445.6973787499992,446.701986125001,447.5574137500007,449.40022604200203,450.9071764580003,4.062214332996518,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.6559388739988208,0.05,3,1,test,,12,451.74118499999895,452.7456427500001,453.6017577499988,455.37109925000186,456.8777399169994,4.122961041000963,,,2023-12-15_11h34.44.681,
,,right,1,['right'],0.9141144570021424,0.05,3,2,test,,10,457.8716852920006,458.87597837499925,459.7315351670004,460.769457041999,462.2760752079994,3.5230358320004598,,,2023-12-15_11h34.44.681,
,,right,1,['right'],0.9195619579986669,0.05,4,2,test,,9,463.40921866699864,464.4131968750007,465.2682538330009,466.30675045799944,467.8133974580014,3.216428832998645,,,2023-12-15_11h34.44.681,
,,right,1,['right'],1.0361011239983782,0.05,4,1,test,,7,468.61345937499937,469.6183869999986,470.47362408299887,471.6100984170007,473.11687900000106,3.308176957998512,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.5154404989989416,0.05,4,1,test,,16,473.8918153750019,474.8964598329985,475.7513780420013,477.37380100000155,478.8806422919988,4.301575790999777,,,2023-12-15_11h34.44.681,
,,right,1,['right'],1.151823250002053,0.05,4,1,test,,10,480.0600432079991,481.0644337920021,481.9200137080006,483.185314958002,484.6917926249989,3.76094358300179,,,2023-12-15_11h34.44.681,
,,left,0,['right'],1.0178414580004755,0,4,1,test,,9,485.830076708,486.83392637499855,487.68953908299954,488.787806332999,493.79896133299917,7.056870666001487,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.6198131240016664,0.05,5,1,test,,10,494.88763008300157,495.89148712500173,496.7463858330011,498.46050425000067,499.9664967079989,3.969830541002011,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.6389529570005834,0.05,5,2,test,,9,500.82054195800083,501.8242012920018,502.6792760829994,504.44872875000146,505.9549570829986,4.468049082002835,,,2023-12-15_11h34.44.681,
,,left,0,['right'],1.4704687910016219,0,5,2,test,,1,507.2967197079997,508.3008200000004,509.1557031250013,510.7449976249991,515.7554282919991,7.220716456999071,,,2023-12-15_11h34.44.681,
,,right,1,['right'],1.367143165996822,0.05,5,1,test,,12,516.3821280830016,517.3876437500003,518.2436917919986,519.7177982920002,521.2246362920014,3.725156665997929,,,2023-12-15_11h34.44.681,
,,right,1,['right'],1.2150937910009816,0.05,5,1,test,,15,522.0851253750006,523.0891480829996,523.9443024169996,525.2599024580013,526.7669232080007,3.3761653330002446,,,2023-12-15_11h34.44.681,
,,left,1,['left'],0.9446782070008339,0.05,5,1,test,,16,527.430207333,528.4348546670008,529.2907942919992,530.334716333,531.8412680420006,3.0808349159997306,,,2023-12-15_11h34.44.681,
,,right,0,['left'],0.8102163750008913,0,5,2,test,,4,532.5120436249999,533.5166902080018,534.3714653329989,535.2872456670011,540.299097375002,6.80313329099954,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.5716363319988886,0.05,4,1,test,,10,541.3285074170017,542.3324265420015,543.1871779169996,544.9400893329985,546.4474990000017,3.867626707000454,,,2023-12-15_11h34.44.681,
,,left,1,['left'],0.9152782490018581,0.05,4,1,test,,8,547.1635234999994,548.1684732499998,549.0234552080001,550.0439110000007,551.5506580830006,3.1434523330026423,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.048165208001592,0.05,4,2,test,,13,552.2649929170002,553.269206625002,554.1245803749989,555.2915306249997,556.7979177919988,3.878335748999234,,,2023-12-15_11h34.44.681,
,,left,1,['left'],0.7410037080007896,0.05,4,2,test,,4,558.1326156249997,559.1369666669998,559.9919237499998,560.8636846670015,562.3700081669995,2.994080873999337,,,2023-12-15_11h34.44.681,
,,left,0,['right'],2.0605899570000474,0,4,1,test,,19,563.1202745420014,564.1249681670015,564.980407916999,567.1656089169992,572.1777607080003,8.095800707000308,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.4968552489990543,0.05,5,1,test,,10,573.2351939170003,574.2388579580002,575.094231250001,576.8314928330001,578.338312625001,3.928994957001123,,,2023-12-15_11h34.44.681,
,,right,1,['right'],2.066999874998146,0.05,5,1,test,,3,579.1201461669989,580.1259806669987,580.9811660830019,583.1986105420001,584.705622458001,4.333143832998758,,,2023-12-15_11h34.44.681,
,,left,0,['right'],1.5762096239996026,0,5,2,test,,18,585.4359371249993,586.4407333749987,587.2960885419998,589.0345984999985,594.045004333002,7.4573568329979025,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.5701363329972082,0.05,5,2,test,,12,594.7595436670017,595.7642868750008,596.6193608329995,598.3389294580011,599.8594982920004,4.535149665996869,,,2023-12-15_11h34.44.681,
,,left,1,['left'],2.0953555410014815,0.05,5,2,test,,16,601.2783392080019,602.283620541999,603.1390362080019,605.3484971670005,606.8550882080017,4.851444207000895,,,2023-12-15_11h34.44.681,
,,right,1,['right'],1.130312874000083,0.05,5,2,test,,14,608.1456980420007,609.1485037499988,610.0022710420017,611.2814336250012,612.7865328330008,3.3293091240011563,,,2023-12-15_11h34.44.681,
,,left,0,['right'],1.0474896660016384,0,5,1,test,,7,613.4585517500018,614.4622083329996,615.3163355420002,616.5182877920015,621.5251953750012,7.228656499999488,,,2023-12-15_11h34.44.681,
,,left,0,['right'],1.1867208319999918,0,4,1,test,,3,622.6849355420018,623.6879340830019,624.5419785830018,625.9025372920005,630.9102380420009,6.945966666000459,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.4625283749992377,0.05,4,2,test,,3,631.6276937080002,632.6309402080005,633.4852608750007,635.0911194580003,636.5980730420015,4.285717208000278,,,2023-12-15_11h34.44.681,
,,right,1,['right'],0.8968972490001761,0.05,4,1,test,,8,637.9686763329992,638.9722072500008,639.8260786249994,640.8777404169996,642.3838245000006,3.3769630410024547,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.2858980829987559,0.05,4,1,test,,11,643.2934470420005,644.2972699579987,645.1510374169993,646.5486781670006,648.0537905419988,3.801993916000356,,,2023-12-15_11h34.44.681,
,,left,1,['left'],0.9164556659998198,0.05,4,1,test,,6,649.0500692919995,650.0536544999995,650.9077461250017,651.9477132079992,653.4527006669996,3.0773339580009633,,,2023-12-15_11h34.44.681,
,,right,1,['right'],1.377839999000571,0.05,5,1,test,,6,654.1003732499994,655.1033905830009,655.9572341669991,657.4470267920005,658.9519716670002,3.575946916000248,,,2023-12-15_11h34.44.681,
,,left,1,['left'],1.3468923330001417,0.05,5,1,test,,7,659.6479983329991,660.6514715000012,661.5053051670002,662.9754717920005,664.4801039170015,3.5140499580011237,,,2023-12-15_11h34.44.681,
