-0.1428776,-0.2474616,-0.4955339,-0.07820258,-0.1063692,-0.2708489,-0.2289187,0.04737972,0.2924541,-0.1923647,0.2780623,-0.05354673,0.009063856,-0.01517717,0.04560003,-0.004791199,0.1889791,0.03991977,-0.2399365,-0.08595121,-0.001769083,0.1093964
-0.1494271,-0.2589565,-0.505156,-0.07790039,-0.1061289,-0.2695207,-0.2288486,0.04551597,0.2797942,-0.1880357,0.2861722,-0.05028654,0.008066821,-0.008982108,0.04306349,-0.005448395,0.1869777,0.03434714,-0.2440184,-0.08905444,0.001649186,0.1091875
-0.1494209,-0.2627123,-0.5108455,-0.07571693,-0.1095691,-0.2713167,-0.2188747,0.04589633,0.276656,-0.1788257,0.2802642,-0.05124116,0.005489622,-0.01190089,0.04110724,-0.004759029,0.1857012,0.03337514,-0.2450127,-0.08894169,0.002367557,0.1095993
-0.1574308,-0.270679,-0.515196,-0.07789295,-0.1130893,-0.2645293,-0.2117189,0.04866449,0.2688941,-0.1704359,0.2810876,-0.04653448,0.003724935,-0.00927674,0.03920532,-0.002596007,0.1857997,0.02605896,-0.2479382,-0.09340122,0.006318852,0.1118493
-0.1625948,-0.2734646,-0.5223644,-0.07615609,-0.1159157,-0.2599729,-0.221584,0.05582827,0.2584331,-0.1607487,0.2846559,-0.04259898,0.002217925,-0.005916575,0.03311836,-0.001282208,0.1805871,0.02216657,-0.2470866,-0.0952327,0.008655186,0.1082656
-0.1611509,-0.2874472,-0.5309396,-0.07456114,-0.1187946,-0.262964,-0.2107304,0.07084162,0.2628675,-0.1431862,0.2862913,-0.04617746,-0.001510411,-0.00537466,0.02901252,0.0003912871,0.1831802,0.01843116,-0.2471788,-0.09639099,0.01113374,0.1037848
-0.1681817,-0.2857297,-0.534532,-0.07410792,-0.119955,-0.2635268,-0.2089841,0.0819343,0.2554888,-0.1351987,0.2827096,-0.04394319,-0.002897522,-0.007272668,0.02461692,0.0006017312,0.1785278,0.01624848,-0.245082,-0.09726026,0.01540264,0.1013955
-0.1774405,-0.2920386,-0.5375341,-0.07963627,-0.1237422,-0.2719056,-0.1930615,0.06823923,0.2586701,-0.1489745,0.2848478,-0.04156623,-0.002298017,-0.003203428,0.03005174,-0.0004989666,0.1840784,0.01919498,-0.2539825,-0.09486857,0.0084163,0.1037554
-0.1831759,-0.2939774,-0.5414803,-0.08204133,-0.1240056,-0.2776508,-0.1859651,0.06367147,0.255147,-0.1508787,0.2848756,-0.03833617,-0.003803452,0.000503242,0.0286237,-0.0005129439,0.1827091,0.02004387,-0.2551165,-0.09358084,0.006661768,0.1057287
-0.1854656,-0.2944996,-0.5454034,-0.08292857,-0.1309779,-0.2682002,-0.1808865,0.07349525,0.2465117,-0.1383238,0.2786829,-0.03527847,-0.004718059,-0.002091151,0.0214456,0.002892048,0.1789273,0.01260358,-0.2567337,-0.09668472,0.01369093,0.1035568
-0.1890388,-0.2941813,-0.5477607,-0.08337655,-0.137084,-0.2657328,-0.1753777,0.07719084,0.242826,-0.1280427,0.2770167,-0.03112809,-0.006350482,-0.003324386,0.01724489,0.003985435,0.1798112,0.01055213,-0.2572734,-0.1004249,0.01554667,0.09960306
