0.2401315,-0.3393452,-0.2901227,0.5090017,0.7237051,-0.4266063,0.4007988,0.1290903,-0.0409297,-0.2061424,-0.1048006,-0.1142182,-0.2239676,0.2956626,0.05796613,0.01012399,0.1570303,0.06313951,0.08000208,0.05928153,-0.04249771,0.0690495
0.224096,-0.3443345,-0.2969008,0.5107105,0.7232356,-0.4270258,0.3965587,0.1295439,-0.03638064,-0.2071078,-0.09998518,-0.1180364,-0.2238178,0.2955972,0.05853443,0.01052956,0.1571658,0.06271186,0.0823829,0.06001182,-0.0434181,0.06968491
0.2074472,-0.3478151,-0.3078378,0.5178985,0.7213179,-0.4263901,0.3934185,0.1308427,-0.03297935,-0.208415,-0.09520259,-0.1218795,-0.2222754,0.2955548,0.05765299,0.01001474,0.1607057,0.06217114,0.08165162,0.06121448,-0.04519203,0.07194259
0.1765792,-0.374386,-0.3463534,0.5319603,0.6846647,-0.3968144,0.3846148,0.1329323,-0.02310658,-0.2172829,-0.0871791,-0.1267214,-0.2169848,0.2899951,0.05582753,0.009557424,0.1682254,0.05926518,0.07935859,0.06279502,-0.04320209,0.07355199
0.1620535,-0.3687837,-0.341842,0.5295038,0.7039056,-0.4066789,0.3851092,0.1315244,-0.02312297,-0.2287949,-0.08908382,-0.1274274,-0.2183217,0.2923348,0.05914794,0.01000877,0.1655942,0.06019841,0.08039887,0.06282025,-0.04125592,0.07845423
0.1423236,-0.3979454,-0.368017,0.5423741,0.6674702,-0.3770569,0.3729448,0.1331536,-0.01639295,-0.2370117,-0.0759647,-0.129815,-0.2138938,0.2875555,0.05960915,0.007082702,0.1690491,0.05874128,0.0757383,0.06187187,-0.04386742,0.07899413
0.1148473,-0.4102961,-0.3822211,0.5463877,0.6589847,-0.3732508,0.3659176,0.133812,-0.01338817,-0.240141,-0.06777104,-0.1326846,-0.2091691,0.2842183,0.05615873,0.006987614,0.1706697,0.05594115,0.07899498,0.06210748,-0.04323236,0.08068335
0.1012172,-0.4024703,-0.3786664,0.549616,0.6764711,-0.3838649,0.3673717,0.1359671,-0.0121904,-0.2373171,-0.06828687,-0.1356287,-0.2084956,0.2865738,0.05778776,0.008532472,0.172767,0.05320581,0.08223802,0.06230585,-0.04083236,0.08359446
0.08434569,-0.4279161,-0.4070211,0.5632614,0.646256,-0.3588683,0.3564686,0.137697,-0.007556675,-0.2395723,-0.05770937,-0.1395413,-0.2053888,0.2803795,0.0574003,0.007615596,0.1783407,0.04848452,0.08125833,0.06293842,-0.04349201,0.08653472
0.06755915,-0.4366913,-0.4147554,0.5688593,0.636355,-0.3517953,0.3520164,0.1383751,-0.004816996,-0.2438981,-0.05310906,-0.1434258,-0.2022498,0.2772929,0.05671616,0.006779881,0.18048,0.04809871,0.0821637,0.06354181,-0.04505093,0.08763307
